Time,Region,u10,v10,t2m
2021-05-12,N. EVVIAS,-2.0842793,1.2278891,292.80728
2021-05-13,N. EVVIAS,-0.899183,3.9196296,295.77856
2021-05-14,N. EVVIAS,-1.7336303,2.6370244,295.04276
2021-05-15,N. EVVIAS,-2.4601233,-0.802201,291.32346
2021-05-16,N. EVVIAS,-1.678881,0.5573228,293.59048
2021-05-17,N. EVVIAS,1.2692608,4.2280617,297.62793
2021-05-18,N. EVVIAS,-1.6050404,-0.17222527,298.06525
2021-05-19,N. EVVIAS,-0.17197037,4.7666693,298.23828
2021-05-20,N. EVVIAS,0.93864876,1.7613566,296.79703
2021-05-21,N. EVVIAS,0.21841812,-2.6423242,292.5486
2021-05-22,N. EVVIAS,-2.554426,0.93574005,294.07452
2021-05-23,N. EVVIAS,-2.442882,-0.110619545,295.88406
2021-05-24,N. EVVIAS,-1.4968113,-2.0137455,297.03244
2021-05-25,N. EVVIAS,-0.08835806,-3.421173,296.49884
2021-05-26,N. EVVIAS,-0.031318393,-3.349628,295.78476
2021-05-27,N. EVVIAS,-0.0061364854,-2.9149835,294.92657
2021-05-28,N. EVVIAS,-2.4807048,-0.84948444,295.18185
2021-05-29,N. EVVIAS,-2.1215215,-0.52297944,294.87128
2021-05-30,N. EVVIAS,-0.40668815,-1.6607107,293.46207
2021-05-31,N. EVVIAS,-1.4600275,-1.4076217,292.47192
2021-06-01,N. EVVIAS,0.24138424,-1.19607,293.18076
2021-06-02,N. EVVIAS,-2.3895056,-1.4811891,292.74487
2021-06-03,N. EVVIAS,-1.4992092,-0.1593301,294.60367
2021-06-04,N. EVVIAS,-2.1810312,-2.189206,294.90408
2021-06-05,N. EVVIAS,-2.001781,-1.1867297,295.06573
2021-06-06,N. EVVIAS,-1.9708042,2.4182265,297.5224
2021-06-07,N. EVVIAS,-1.6757138,0.4151117,297.1071
2021-06-08,N. EVVIAS,-1.4267658,-2.8396804,295.69696
2021-06-09,N. EVVIAS,0.56798106,-3.859247,294.8748
2021-06-10,N. EVVIAS,0.23838043,-3.314671,297.35233
2021-06-11,N. EVVIAS,0.25471497,-1.9389943,295.1802
2021-06-12,N. EVVIAS,0.7432213,-0.11670617,295.20767
2021-06-13,N. EVVIAS,-0.7078927,-0.9346067,297.88425
2021-06-14,N. EVVIAS,-1.8247187,-3.040837,294.69498
2021-06-15,N. EVVIAS,-0.061011042,-2.807841,294.91037
2021-06-16,N. EVVIAS,-1.6918976,-0.7679506,297.66772
2021-06-17,N. EVVIAS,-0.34966522,3.0638423,298.84894
2021-06-18,N. EVVIAS,-0.563097,0.60791683,298.92038
2021-06-19,N. EVVIAS,-1.1277609,-1.0940605,298.54916
2021-06-20,N. EVVIAS,-1.7761691,-1.6513488,298.4944
2021-06-21,N. EVVIAS,-1.6273946,0.6333114,299.3198
2021-06-22,N. EVVIAS,-1.9905679,0.985496,301.53522
2021-06-23,N. EVVIAS,-1.4968303,-0.8011799,302.05533
2021-06-24,N. EVVIAS,-1.4084109,-2.096127,302.5037
2021-06-25,N. EVVIAS,-1.7928213,-0.89870685,302.9882
2021-06-26,N. EVVIAS,-2.5372472,-1.4940583,303.36935
2021-06-27,N. EVVIAS,-1.89964,-2.0062387,301.2193
2021-06-28,N. EVVIAS,-1.2558126,-2.6285787,302.40436
2021-06-29,N. EVVIAS,-1.9684459,-2.566275,301.98267
2021-06-30,N. EVVIAS,-2.3186977,-1.5173475,303.2676
2021-07-01,N. EVVIAS,2.0200589,3.8460033,307.13834
2021-07-02,N. EVVIAS,-1.9728171,-2.049701,302.6585
2021-07-03,N. EVVIAS,-0.70586723,-2.6325784,299.70953
2021-07-04,N. EVVIAS,-1.7799281,-0.40173408,300.2827
2021-07-05,N. EVVIAS,-0.53874713,2.4765866,301.56027
2021-07-06,N. EVVIAS,-1.5713822,-2.7745974,301.66162
2021-07-07,N. EVVIAS,-1.4251331,-3.945093,302.70782
2021-07-08,N. EVVIAS,-0.76167554,-4.999746,301.9473
2021-07-09,N. EVVIAS,-0.5484561,-5.813401,301.48453
2021-07-10,N. EVVIAS,-0.36761093,-6.042578,300.90298
2021-07-11,N. EVVIAS,0.5587274,-5.0216913,301.43033
2021-07-12,N. EVVIAS,-0.15975817,-4.2559214,302.27512
2021-07-13,N. EVVIAS,-0.26278946,-4.617982,303.114
2021-07-14,N. EVVIAS,-0.9056519,-4.004268,302.83408
2021-07-15,N. EVVIAS,0.19111374,-4.770398,302.55734
2021-07-16,N. EVVIAS,-0.1839056,-3.840922,301.79922
2021-07-17,N. EVVIAS,-1.3141049,-2.0117662,300.88818
2021-07-18,N. EVVIAS,-3.46002,2.2137363,300.87466
2021-07-19,N. EVVIAS,-1.4677489,2.6631196,301.56342
2021-07-20,N. EVVIAS,-1.8461244,-0.25290474,301.47806
2021-07-21,N. EVVIAS,-0.25489697,-4.115758,302.01627
2021-07-22,N. EVVIAS,-2.1561353,-5.4507494,299.47726
2021-07-23,N. EVVIAS,-0.30545017,-5.6937475,300.62555
2021-07-24,N. EVVIAS,0.1944922,-5.8909674,299.63263
2021-07-25,N. EVVIAS,-0.18416445,-6.163943,300.38437
2021-07-26,N. EVVIAS,-0.05297797,-5.295738,300.69257
2021-07-27,N. EVVIAS,-0.49910626,-4.5116463,302.4873
2021-07-28,N. EVVIAS,0.10276086,-5.058723,303.43466
2021-07-29,N. EVVIAS,-0.4598244,-3.8503575,304.56122
2021-07-30,N. EVVIAS,-1.6702174,-1.2709951,305.594
2021-07-31,N. EVVIAS,-1.9262047,-1.0080925,304.80014
2021-08-01,N. EVVIAS,-0.63198364,-2.8162389,304.24396
2021-08-02,N. EVVIAS,-2.2041004,-0.87107044,306.5909
2021-08-03,N. EVVIAS,-1.4322416,-2.3107963,305.94684
2021-08-04,N. EVVIAS,-1.5796336,-0.9529735,305.56616
2021-08-05,N. EVVIAS,-1.2460223,1.3176081,307.84863
2021-08-06,N. EVVIAS,0.5761986,-3.5456703,306.11533
2021-08-07,N. EVVIAS,-1.2609358,-4.13059,301.51025
2021-08-08,N. EVVIAS,-1.8875873,-2.7310913,301.66794
2021-08-09,N. EVVIAS,-1.6880056,-2.1882787,302.50656
2021-08-10,N. EVVIAS,-0.9442738,-1.0108445,303.97116
2021-08-11,N. EVVIAS,-0.22739697,0.07863331,303.28165
2021-08-12,N. EVVIAS,-0.06467138,-5.088393,302.65976
2021-08-13,N. EVVIAS,-1.5895673,-5.260289,302.327
2021-08-14,N. EVVIAS,-1.6131731,-7.1418495,300.61322
2021-08-15,N. EVVIAS,-0.74496937,-5.7759295,300.37448
2021-08-16,N. EVVIAS,-0.5946132,-4.371548,300.64572
2021-08-17,N. EVVIAS,-1.1958295,-1.2372726,301.78793
2021-08-18,N. EVVIAS,-1.9950324,-2.2715623,301.75537
2021-08-19,N. EVVIAS,-1.8659261,-4.836801,300.39023
2021-08-20,N. EVVIAS,-1.9120319,-4.666117,300.13663
2021-08-21,N. EVVIAS,-0.19013596,-6.494706,299.86377
2021-08-22,N. EVVIAS,0.8306216,-6.2867894,300.65707
2021-08-23,N. EVVIAS,0.37201568,-6.17921,300.0788
2021-08-24,N. EVVIAS,0.35738537,-4.788936,299.78122
2021-08-25,N. EVVIAS,-1.2764589,-1.9731497,300.6502
2021-08-26,N. EVVIAS,-1.7446461,2.7512343,303.62357
2021-08-27,N. EVVIAS,-1.58574,1.679354,303.73093
2021-08-28,N. EVVIAS,-1.839694,-0.45263237,301.86786
2021-08-29,N. EVVIAS,-2.3013127,1.1826454,302.7209
2021-08-30,N. EVVIAS,-1.2397757,-2.6502697,300.5873
2021-08-31,N. EVVIAS,-1.374344,-2.1872015,300.35052
2021-09-01,N. EVVIAS,-0.29135036,-2.8308156,299.798
2021-09-02,N. EVVIAS,-1.9758742,-4.2290816,297.8733
2021-09-03,N. EVVIAS,-1.1661888,-5.513966,298.05112
2021-09-04,N. EVVIAS,-3.2992663,-3.8722327,297.4979
2021-09-05,N. EVVIAS,-1.6192682,-5.151822,297.27222
2021-09-06,N. EVVIAS,-3.3199027,-9.065151,297.55637
2021-09-07,N. EVVIAS,-2.212794,-8.097162,296.48117
2021-09-08,N. EVVIAS,0.39782566,-7.1000943,294.02496
2021-09-09,N. EVVIAS,1.4079963,-5.6321692,294.23862
2021-09-10,N. EVVIAS,-0.9455222,-3.3281822,296.0126
2021-09-11,N. EVVIAS,-2.6051476,-2.0335848,296.63156
2021-09-12,N. EVVIAS,0.13043812,-3.9663408,297.0441
2021-09-13,N. EVVIAS,0.29114792,-5.9028907,297.74673
2021-09-14,N. EVVIAS,0.6942629,-5.287826,298.74545
2021-09-15,N. EVVIAS,-0.90708256,-2.4651892,299.07364
2021-09-16,N. EVVIAS,-2.1449492,-0.37123367,298.9946
2021-09-17,N. EVVIAS,-1.4239162,3.0186954,301.39078
2021-09-18,N. EVVIAS,2.9561756,0.38847515,304.09232
2021-09-19,N. EVVIAS,0.49786392,3.7273412,303.32205
2021-09-20,N. EVVIAS,-0.106228285,1.3740394,302.78793
2021-09-21,N. EVVIAS,-1.9009675,-2.6870027,297.1182
2021-09-22,N. EVVIAS,-3.133369,-2.0381885,295.3616
2021-09-23,N. EVVIAS,-1.88412,-6.045522,291.89648
2021-09-24,N. EVVIAS,-0.878143,-0.5724693,295.81403
2021-09-25,N. EVVIAS,-1.5777142,-1.09148,297.40106
2021-09-26,N. EVVIAS,-0.20956802,-3.5301614,297.4409
2021-09-27,N. EVVIAS,-0.6951933,-3.2583134,297.91574
2021-09-28,N. EVVIAS,-1.6192251,-3.9974773,295.26007
2021-09-29,N. EVVIAS,-1.8919393,-6.8433547,294.05612
2021-09-30,N. EVVIAS,-2.0295765,-7.9655204,293.49753
2021-10-01,N. EVVIAS,-2.9424088,-8.615019,292.28018
2021-10-02,N. EVVIAS,-1.3222138,-7.905869,292.3338
2021-10-03,N. EVVIAS,-1.083371,-6.157632,292.35623
2021-10-04,N. EVVIAS,-0.47822475,-5.7322764,293.0545
2021-10-05,N. EVVIAS,-2.117222,-5.7251306,292.62723
2021-10-06,N. EVVIAS,-1.3515348,-5.2894626,291.43622
2021-10-07,N. EVVIAS,-2.5506425,-3.6191978,291.78522
2021-10-08,N. EVVIAS,-3.0654576,-0.7892576,292.7487
2021-10-09,N. EVVIAS,-1.909074,-0.84497154,293.00702
2021-10-10,N. EVVIAS,-1.6786575,1.5348303,294.97565
2021-10-11,N. EVVIAS,0.64168805,2.6172252,295.94492
2021-10-12,N. EVVIAS,2.584715,-3.2799392,291.4245
2021-10-13,N. EVVIAS,-3.0800455,1.0252926,292.28546
2021-10-14,N. EVVIAS,-0.09381036,-1.536419,290.82742
2021-10-15,N. EVVIAS,0.7601043,3.6970394,291.96317
2021-10-16,N. EVVIAS,1.1709362,-2.9942563,291.80133
2021-10-17,N. EVVIAS,-0.9209792,-3.0950966,290.95905
2021-10-18,N. EVVIAS,-1.5527773,-4.013345,291.16177
2021-10-19,N. EVVIAS,-1.1775701,-4.631828,290.95676
2021-10-20,N. EVVIAS,-0.82859,-4.3115396,290.78268
2021-10-21,N. EVVIAS,-0.32772908,2.2827818,293.36053
2021-10-22,N. EVVIAS,-1.1190224,0.49080643,294.7339
2021-10-23,N. EVVIAS,-1.1418647,-0.52712005,294.7026
2021-10-24,N. EVVIAS,-3.2917233,-5.2367716,289.82547
2021-10-25,N. EVVIAS,-3.1443982,-7.334915,288.75397
2021-10-26,N. EVVIAS,-1.4926187,-6.5772243,288.96332
2021-10-27,N. EVVIAS,-1.6340511,-6.9522886,289.62793
2021-10-28,N. EVVIAS,-2.1665044,-7.0985303,289.64423
2021-10-29,N. EVVIAS,-1.8710916,-6.7557693,289.4268
2021-10-30,N. EVVIAS,-1.0382335,-5.405533,289.8454
2021-10-31,N. EVVIAS,-0.96902806,-4.764724,289.1552
2021-11-01,N. EVVIAS,-1.2969469,-2.2499964,289.75195
2021-11-02,N. EVVIAS,2.2376041,3.342408,293.78915
2021-11-03,N. EVVIAS,-1.3878105,1.1210546,293.632
2021-11-04,N. EVVIAS,-1.2212313,1.4190958,293.90488
2021-11-05,N. EVVIAS,-0.9924793,-0.48747376,293.38174
2021-11-06,N. EVVIAS,0.49464172,-3.2644336,291.44144
2021-11-07,N. EVVIAS,0.27192852,-5.338347,290.73505
2021-11-08,N. EVVIAS,-0.9055319,0.2578489,291.5783
2021-11-09,N. EVVIAS,-0.30450302,-3.261681,290.72736
2021-11-10,N. EVVIAS,-2.9361072,-7.942903,287.00977
2021-11-11,N. EVVIAS,-1.2077942,-8.00922,286.96112
2021-11-12,N. EVVIAS,-0.060713768,-4.523218,287.31375
2021-11-13,N. EVVIAS,-0.6939654,-2.1666136,288.1015
2021-11-14,N. EVVIAS,-0.39670673,-2.0166898,288.71353
2021-11-15,N. EVVIAS,-1.9307142,-5.1515665,288.5942
2021-11-16,N. EVVIAS,-1.7017976,-7.345417,288.1033
2021-11-17,N. EVVIAS,-0.34414753,-4.6279187,286.50668
2021-11-18,N. EVVIAS,-0.89287525,-2.3090668,288.34787
2021-11-19,N. EVVIAS,-1.6866759,-3.9618127,286.28687
2021-11-20,N. EVVIAS,0.7595038,-5.204799,287.8621
2021-11-21,N. EVVIAS,-0.32339588,-2.452683,288.49612
2021-11-22,N. EVVIAS,0.68412006,4.137845,290.85318
2021-11-23,N. EVVIAS,-0.21408994,-1.8753053,289.59174
2021-11-24,N. EVVIAS,-3.4937003,-6.5022454,286.79535
2021-11-25,N. EVVIAS,-0.65601456,-4.339276,285.29443
2021-11-26,N. EVVIAS,1.3938872,5.128682,288.75803
2021-11-27,N. EVVIAS,0.58598584,4.2287173,291.153
2021-11-28,N. EVVIAS,-0.16073349,6.239656,291.27338
2021-11-29,N. EVVIAS,5.0178375,4.397713,290.43597
2021-11-30,N. EVVIAS,5.267569,-0.46056148,286.83102
2021-12-01,N. EVVIAS,1.5559598,0.50792557,287.16177
2021-12-02,N. EVVIAS,1.0487472,2.722953,288.692
2021-12-03,N. EVVIAS,-0.21583843,6.5833783,290.16678
2021-12-04,N. EVVIAS,-0.4002409,-0.46751323,287.13434
2021-12-05,N. EVVIAS,0.9437204,2.7131355,288.56888
2021-12-06,N. EVVIAS,-0.0110936845,7.065967,290.10226
2021-12-07,N. EVVIAS,3.2299526,0.0065764016,286.53494
2021-12-08,N. EVVIAS,2.4642334,-0.9664364,286.20746
2021-12-09,N. EVVIAS,0.58297986,5.842157,290.07474
2021-12-10,N. EVVIAS,3.6216774,5.339053,287.41263
2021-12-11,N. EVVIAS,-1.1187669,9.027367,288.98697
2021-12-12,N. EVVIAS,1.8966545,3.7598455,288.58844
2021-12-13,N. EVVIAS,1.5244901,-3.7907696,283.3094
2021-12-14,N. EVVIAS,1.6960133,-6.6335373,282.63632
2021-12-15,N. EVVIAS,-2.1275744,-6.7930145,283.56754
2021-12-16,N. EVVIAS,0.19095203,-3.3776038,282.744
2021-12-17,N. EVVIAS,1.9055262,-3.0033455,283.77267
2021-12-18,N. EVVIAS,-4.62176,-10.357945,281.56656
2021-12-19,N. EVVIAS,1.5861043,-6.443246,281.46542
2021-12-20,N. EVVIAS,2.59746,-3.9177835,284.94925
2021-12-21,N. EVVIAS,1.206132,-4.9160314,282.2315
2021-12-22,N. EVVIAS,1.2621258,-3.5667262,282.416
2021-12-23,N. EVVIAS,-1.3628397,-1.9897858,281.4239
2021-12-24,N. EVVIAS,1.4508102,2.229366,285.12653
2021-12-25,N. EVVIAS,1.6169478,2.9476986,287.6296
2021-12-26,N. EVVIAS,1.5298347,3.7257912,288.78094
2021-12-27,N. EVVIAS,0.8959522,5.1366897,289.30197
2021-12-28,N. EVVIAS,0.3414823,3.492775,287.46835
2021-12-29,N. EVVIAS,0.6394039,-1.2947876,287.27252
2021-12-30,N. EVVIAS,-0.79737866,-8.785978,285.28055
2021-12-31,N. EVVIAS,-0.19029371,-6.638227,286.33096
2022-01-01,N. EVVIAS,0.6529965,-1.3418696,288.06113
2022-01-02,N. EVVIAS,0.28302193,-2.5070534,288.07843
2022-01-03,N. EVVIAS,1.0627594,1.8312413,288.81097
2022-01-04,N. EVVIAS,-0.5124351,1.8238748,287.98563
2022-01-05,N. EVVIAS,0.727958,3.0866659,288.976
2022-01-06,N. EVVIAS,0.5467528,4.7138753,288.82806
2022-01-07,N. EVVIAS,-0.2343487,-0.9252191,286.8135
2022-01-08,N. EVVIAS,-1.8573338,1.2664855,285.84232
2022-01-09,N. EVVIAS,-1.141584,1.5363305,285.12622
2022-01-10,N. EVVIAS,-1.6794863,1.901986,285.81598
2022-01-11,N. EVVIAS,-3.489287,-2.6699207,283.93652
2022-01-12,N. EVVIAS,-4.1088386,-9.846028,279.58246
2022-01-13,N. EVVIAS,-2.3089154,-9.951224,278.6382
2022-01-14,N. EVVIAS,2.215266,-3.37878,281.94513
2022-01-15,N. EVVIAS,-2.0717776,-5.2999845,284.69296
2022-01-16,N. EVVIAS,-1.4459627,-1.7258605,282.5952
2022-01-17,N. EVVIAS,2.0595956,-0.33219162,286.09464
2022-01-18,N. EVVIAS,-0.13451603,-4.9905276,282.6605
2022-01-19,N. EVVIAS,-0.03767368,-2.0774481,280.8375
2022-01-20,N. EVVIAS,2.0232503,2.3210564,286.14117
2022-01-21,N. EVVIAS,2.898735,1.7293907,287.26077
2022-01-22,N. EVVIAS,1.7126114,-6.955625,278.2849
2022-01-23,N. EVVIAS,1.6150322,-4.185564,277.6705
2022-01-24,N. EVVIAS,-4.56088,-6.102965,276.06354
2022-01-25,N. EVVIAS,-0.48702908,-7.836941,277.40768
2022-01-26,N. EVVIAS,2.0362601,-4.180958,279.28702
2022-01-27,N. EVVIAS,1.0238479,-2.3513222,281.1696
2022-01-28,N. EVVIAS,0.53022534,1.8748182,284.17557
2022-01-29,N. EVVIAS,-1.2400846,-4.035437,281.53375
2022-01-30,N. EVVIAS,1.1900854,-2.375994,283.29437
2022-01-31,N. EVVIAS,0.3281013,-0.4090557,284.62323
2022-02-01,N. EVVIAS,0.7368092,6.7832184,287.796
2022-02-02,N. EVVIAS,2.4658775,-2.4018936,282.0161
2022-02-03,N. EVVIAS,-1.8889188,-9.79316,282.1185
2022-02-04,N. EVVIAS,-0.11880493,-2.0741735,283.12894
2022-02-05,N. EVVIAS,-0.24714415,-0.5023549,285.9997
2022-02-06,N. EVVIAS,-1.2099631,-0.2951179,286.3843
2022-02-07,N. EVVIAS,1.881252,4.2400928,288.89487
2022-02-08,N. EVVIAS,4.737003,-8.909114,280.37662
2022-02-09,N. EVVIAS,1.4834021,-5.8025947,284.53494
2022-02-10,N. EVVIAS,-0.19613497,-3.7302926,285.78806
2022-02-11,N. EVVIAS,-1.0844811,1.8423263,287.49557
2022-02-12,N. EVVIAS,-1.0271914,-0.47160286,286.72305
2022-02-13,N. EVVIAS,-1.0619401,-6.258351,283.2509
2022-02-14,N. EVVIAS,-1.882502,-1.817417,284.28622
2022-02-15,N. EVVIAS,-1.3196708,1.5563525,286.61282
2022-02-16,N. EVVIAS,-0.41837677,4.7832065,287.64682
2022-02-17,N. EVVIAS,0.5020177,0.4351184,287.78824
2022-02-18,N. EVVIAS,1.9390223,-3.4107878,288.59543
2022-02-19,N. EVVIAS,-1.053401,3.074014,288.5729
2022-02-20,N. EVVIAS,1.625384,1.441878,287.71063
2022-02-21,N. EVVIAS,-0.59389675,2.3687837,290.1293
2022-02-22,N. EVVIAS,-0.2708175,3.472988,288.79095
2022-02-23,N. EVVIAS,-2.2321944,-6.8181186,285.34344
2022-02-24,N. EVVIAS,-2.1201546,-9.0902,282.88116
2022-02-25,N. EVVIAS,-1.4224197,-1.6907805,285.01758
2022-02-26,N. EVVIAS,-3.3025682,-0.533006,285.1612
2022-02-27,N. EVVIAS,3.4979618,-1.5333718,286.57306
2022-02-28,N. EVVIAS,-2.9566705,-3.4098723,281.64398
2022-03-01,N. EVVIAS,-3.9066157,-4.47717,281.8021
2022-03-02,N. EVVIAS,-1.8549805,-9.600839,281.38495
2022-03-03,N. EVVIAS,1.8129909,-2.7204792,283.51364
2022-03-04,N. EVVIAS,-0.13221958,0.07688318,285.5022
2022-03-05,N. EVVIAS,-2.325311,-0.78873265,284.95676
2022-03-06,N. EVVIAS,1.6391336,-2.6046498,286.1436
2022-03-07,N. EVVIAS,-2.0679514,-2.045109,283.98114
2022-03-08,N. EVVIAS,-1.1894104,-4.2148066,282.43484
2022-03-09,N. EVVIAS,-2.2656069,-7.1178293,280.37372
2022-03-10,N. EVVIAS,-0.83888465,-7.5698514,277.33612
2022-03-11,N. EVVIAS,-1.9035009,-5.249129,277.5356
2022-03-12,N. EVVIAS,-3.2235107,-4.7836447,276.38843
2022-03-13,N. EVVIAS,-1.1553564,-0.8576855,280.6197
2022-03-14,N. EVVIAS,-1.7034769,-6.204192,281.669
2022-03-15,N. EVVIAS,-0.24232878,-2.683185,284.20383
2022-03-16,N. EVVIAS,-0.22387818,2.6635826,287.0687
2022-03-17,N. EVVIAS,-4.0000906,-4.1701884,284.5648
2022-03-18,N. EVVIAS,-3.8197675,-7.514173,279.81372
2022-03-19,N. EVVIAS,-4.673122,-6.3324924,279.35318
2022-03-20,N. EVVIAS,-4.7787433,-7.8857346,280.44247
2022-03-21,N. EVVIAS,-3.7282813,-8.221646,280.9799
2022-03-22,N. EVVIAS,-1.1674788,-8.074428,284.32397
2022-03-23,N. EVVIAS,-3.152788,-8.233491,283.52692
2022-03-24,N. EVVIAS,1.7146034,-2.027012,288.45035
2022-03-25,N. EVVIAS,1.8056093,-0.681663,291.39703
2022-03-26,N. EVVIAS,-2.202483,-1.9758452,286.1479
2022-03-27,N. EVVIAS,-0.89613354,2.0252495,289.21173
2022-03-28,N. EVVIAS,-0.25821564,1.7143093,288.59692
2022-03-29,N. EVVIAS,-1.622692,1.5965112,289.55838
2019-01-01,N. GREVENON,-0.7234904,-1.4465119,276.4352
2019-01-02,N. GREVENON,-1.1971016,-0.083506264,277.75586
2019-01-03,N. GREVENON,0.33883348,-2.9515018,271.06772
2019-01-04,N. GREVENON,-0.923048,-1.2961394,267.62363
2019-01-05,N. GREVENON,0.2212305,-1.7082456,268.6328
2019-01-06,N. GREVENON,-0.8221512,-1.9807695,272.8025
2019-01-07,N. GREVENON,0.08047199,-3.010102,268.22778
2019-01-08,N. GREVENON,0.7787288,0.8895486,269.4265
2019-01-09,N. GREVENON,-1.2751023,1.2385613,271.97134
2019-01-10,N. GREVENON,0.107357025,2.0050707,274.52115
2019-01-11,N. GREVENON,-1.2163792,-0.5319185,276.04263
2019-01-12,N. GREVENON,-0.12179407,-1.7358919,271.99472
2019-01-13,N. GREVENON,0.36222044,-0.79117364,274.44522
2019-01-14,N. GREVENON,0.52903396,0.12992065,273.47037
2019-01-15,N. GREVENON,1.0373405,-3.4812775,270.7583
2019-01-16,N. GREVENON,1.9584427,-0.5845035,274.80453
2019-01-17,N. GREVENON,1.5408796,0.9203539,278.87436
2019-01-18,N. GREVENON,0.65935105,1.0721565,277.28842
2019-01-19,N. GREVENON,-0.92446613,1.5390161,279.02133
2019-01-20,N. GREVENON,0.30058733,0.39427218,280.60727
2019-01-21,N. GREVENON,-1.4329218,0.84236336,278.8828
2019-01-22,N. GREVENON,-1.3843931,1.6718575,278.69888
2019-01-23,N. GREVENON,-1.3606529,0.84788674,276.64194
2019-01-24,N. GREVENON,-0.98880225,0.7297748,280.47705
2019-01-25,N. GREVENON,0.22337055,-1.186993,277.48203
2019-01-26,N. GREVENON,0.50495464,-2.2717388,275.77612
2019-01-27,N. GREVENON,0.43434238,1.4366344,279.6835
2019-01-28,N. GREVENON,-0.5206375,2.037903,279.5869
2019-01-29,N. GREVENON,-1.057126,-0.29059315,277.46997
2019-01-30,N. GREVENON,1.3312498,0.20825799,279.2924
2019-01-31,N. GREVENON,3.1849263,0.8749183,278.17294
2019-02-01,N. GREVENON,0.5713854,1.3241844,282.0162
2019-02-02,N. GREVENON,-0.6509123,1.8400692,284.5432
2019-02-03,N. GREVENON,-1.2420918,2.757104,286.89966
2019-02-04,N. GREVENON,-2.1191444,-0.20527363,284.03354
2019-02-05,N. GREVENON,-2.1413422,-0.56488675,284.33316
2019-02-06,N. GREVENON,-1.1831831,-1.7977686,278.15723
2019-02-07,N. GREVENON,-1.6665415,0.46009985,279.03247
2019-02-08,N. GREVENON,-0.84887314,0.36758614,280.25308
2019-02-09,N. GREVENON,0.46632323,0.24806054,281.85098
2019-02-10,N. GREVENON,1.2928343,0.8278799,285.06827
2019-02-11,N. GREVENON,1.3829908,2.7963078,283.8417
2019-02-12,N. GREVENON,-0.8466031,-3.0318124,278.1185
2019-02-13,N. GREVENON,-3.2856226,-3.590327,274.80264
2019-02-14,N. GREVENON,0.34528637,-4.3394775,279.11026
2019-02-15,N. GREVENON,-2.6137245,-2.6743581,276.62802
2019-02-16,N. GREVENON,-1.4177414,-1.4958063,281.12637
2019-02-17,N. GREVENON,-0.452329,-0.8520937,284.46426
2019-02-18,N. GREVENON,-0.8917338,0.995753,286.1023
2019-02-19,N. GREVENON,-0.43820348,0.9102707,286.16333
2019-02-20,N. GREVENON,0.05277316,-1.497302,286.43863
2019-02-21,N. GREVENON,-0.40316868,-1.4580733,285.87143
2019-02-22,N. GREVENON,0.55956715,-1.6778164,280.8002
2019-02-23,N. GREVENON,-3.942571,-1.4363871,272.08627
2019-02-24,N. GREVENON,-2.982488,-1.1379904,272.44327
2019-02-25,N. GREVENON,-2.254632,-1.8776194,273.0367
2019-02-26,N. GREVENON,0.9605945,-1.7204708,285.99292
2019-02-27,N. GREVENON,-0.8231303,-3.2303874,279.84756
2019-02-28,N. GREVENON,2.4911318,0.02543799,285.3755
2019-03-01,N. GREVENON,1.8903977,0.5537179,288.39917
2019-03-02,N. GREVENON,-1.6158136,-2.5436459,284.84512
2019-03-03,N. GREVENON,-0.69327,-1.7062105,284.46988
2019-03-04,N. GREVENON,2.0021954,0.08781942,287.45084
2019-03-05,N. GREVENON,3.1802664,0.6603864,288.06186
2019-03-06,N. GREVENON,2.6554844,-0.31136608,290.10498
2019-03-07,N. GREVENON,2.3146677,1.5687586,291.41714
2019-03-08,N. GREVENON,2.2374868,1.534738,290.9022
2019-03-09,N. GREVENON,3.352482,0.73598385,290.48193
2019-03-10,N. GREVENON,3.2367284,0.87432384,291.84717
2019-03-11,N. GREVENON,4.1878934,1.7324959,289.20712
2019-03-12,N. GREVENON,0.40615115,-2.8893776,274.21207
2019-03-13,N. GREVENON,-1.2427114,1.8896958,282.67343
2019-03-14,N. GREVENON,-1.597299,0.87739974,279.43466
2019-03-15,N. GREVENON,1.7562708,-3.2678185,284.21542
2019-03-16,N. GREVENON,4.0707097,-0.098656654,289.31827
2019-03-17,N. GREVENON,2.421457,1.0809044,293.3286
2019-03-18,N. GREVENON,2.869131,1.8138565,289.93106
2019-03-19,N. GREVENON,0.2767299,0.6588583,291.46988
2019-03-20,N. GREVENON,-1.7052857,1.651763,287.95596
2019-03-21,N. GREVENON,-3.3367178,0.64016753,286.73477
2019-03-22,N. GREVENON,-2.7783215,0.017936388,287.0038
2019-03-23,N. GREVENON,-2.6327384,-0.22916539,290.20908
2019-03-24,N. GREVENON,-1.4792773,-0.85350925,291.14038
2019-03-25,N. GREVENON,2.5363886,0.6404759,292.47574
2019-03-26,N. GREVENON,0.27042136,0.21099599,286.14633
2019-03-27,N. GREVENON,-2.7240112,1.5880429,283.63403
2019-03-28,N. GREVENON,-3.4043171,-0.15728347,279.6294
2019-03-29,N. GREVENON,-3.0502427,-2.6207225,285.56772
2019-03-30,N. GREVENON,-2.803518,-2.389198,287.132
2019-03-31,N. GREVENON,-1.4553238,-0.5746158,291.2224
2019-04-01,N. GREVENON,-1.985259,1.2254807,292.11124
2019-04-02,N. GREVENON,-1.795352,2.2990065,289.2255
